TOUS MOIS : écoulements mensuels mesurés (1913 - 1988)

LA GARONNE AU MAS-D'AGENAIS

code station;producteur;bassin versant;e-mail
O9060010;DREAL Midi-Pyrénées;52000 km²;hydrometrie.dreal-midi-pyrenees@developpement-durable.gouv.fr


Tableau des valeurs mensuelles et annuelles - Q (m3/s)    - QMAX = 1536,02

V;Annee;Jan;V;Fev;V;Mar;V;Avr;V;Mai;V;Jui;V;Jui;V;Aou;V;Sep;V;Oct;V;Nov;V;Dec;V;Moy/Total
 #;1928;1114,19;;1342,76;;1489,03;#;1461,00;#;1046,77;;551,33;;267,42;;147,74;;149,33;;198,87;;943,00;;750,97;;785,64
 #;1929;589,03;;450,00;;390,00;;289,67;;700,00;;450,00;;176,13;;166,77;;212,67;;349,52;;764,33;;812,58;;446,04
 #;1930;1599,68;;1286,43;;2400,00;;1322,33;;1279,03;;843,67;;454,52;;306,45;;228,33;;606,77;;782,33;;1151,29;;1022,05
 #;1931;1557,74;;1760,36;;2125,16;;713,33;;900,32;;495,33;;295,48;;271,94;;378,67;;387,74;;877,33;;715,48;;868,77
 #;1932;584,52;;443,10;;600,65;;1030,33;;1326,45;;1306,00;;1222,58;;462,90;;367,00;;587,10;;487,00;;1456,13;;825,16
 #;1933;490,97;;822,14;;1093,87;;567,33;;518,39;;560,33;;392,26;;196,94;;180,83;;775,81;;786,00;;623,87;;582,77
 #;1934;562,77;;255,00;;1359,35;;1226,00;;914,84;;400,33;;215,48;;199,52;;202,50;;166,94;;371,83;;1188,06;;591,72
 #;1935;1053,23;;949,64;;2023,55;;1116,00;;810,65;;562,33;;248,39;;186,94;;221,00;;305,16;;818,67;;2601,94;;910,29
 #;1936;1680,00;;1908,62;;1214,52;;1262,67;;1120,65;;850,67;;420,32;;232,26;;199,33;;218,23;;268,67;;288,06;;801,05
 ?;1937;354,19;;1708,57;;1677,42;;1423,67;;797,42;;471,93;;294,68;;154,84;;147,83;;527,74;;515,83;;1493,23;;791,52
 #;1938;986,45;;1040,36;;382,26;;266,33;;401,61;;381,00;;207,10;;159,68;;308,17;;393,87;;450,33;;758,39;;474,73
 #;1939;1437,10;;822,50;;954,52;;1088,00;;958,71;;634,00;;419,03;;260,48;;210,50;;243,39;;587,67;;918,39;;711,16
 #;1940;459,68;;904,83;;566,13;;740,67;;1838,39;;981,33;;520,65;;235,00;;228,00;;452,90;;465,33;;1326,45;;726,98
 #;1941;1311,61;;2285,71;;1281,29;;719,67;;808,39;;1211,00;;397,74;;275,48;;244,33;;270,32;;678,00;;503,87;;821,64
 #;1942;866,77;;1049,29;;909,68;;713,67;;641,94;;336,67;;200,81;;141,94;;168,67;;185,32;;275,50;;193,71;;470,03
 #;1943;643,06;;579,64;;390,00;;354,67;;352,58;;218,17;;145,48;;125,32;;150,00;;378,06;;591,67;;1082,90;;417,27
 #;1944;378,26;;478,62;;371,29;;757,00;;348,39;;209,17;;172,26;;136,13;;163,83;;503,23;;1186,00;;1949,03;;554,58
 #;1945;1063,23;;1232,50;;413,87;;346,33;;256,13;;202,17;;135,32;;109,81;;121,67;;97,61;;138,87;;440,65;;374,78
 #;1946;284,52;;382,50;;418,71;;357,00;;466,45;;435,67;;167,58;;87,90;;104,13;;105,81;;127,83;;326,77;;271,34
 #;1947;557,42;;626,43;;831,61;;630,67;;365,81;;227,33;;120,45;;81,32;;126,97;;167,10;;219,67;;433,55;;364,26
 #;1948;1070,32;;668,97;;266,61;;291,33;;742,26;;535,33;;181,77;;149,84;;181,67;;123,39;;124,67;;132,74;;371,76
 #;1949;135,97;;94,04;;166,39;;141,00;;251,45;;218,67;;81,97;;44,39;;51,30;;69,65;;459,87;;530,48;;187,53
 #;1950;301,94;;937,14;;536,13;;694,00;;473,55;;261,17;;86,13;;51,23;;76,43;;81,65;;378,67;;635,81;;371,80
 #;1951;1090,32;;1369,64;;1869,35;;830,33;;1087,42;;1265,67;;340,81;;196,45;;157,83;;194,52;;559,33;;418,39;;777,70
 #;1952;1252,90;;1607,59;;766,13;;597,00;;443,23;;259,50;;133,71;;88,45;;86,47;;187,68;;804,33;;1496,77;;640,64
 #;1953;614,19;;562,86;;308,39;;280,00;;265,81;;266,33;;224,81;;94,32;;102,53;;239,68;;280,00;;828,39;;338,27
 #;1954;396,45;;1053,93;;1132,58;;666,67;;969,68;;412,00;;236,45;;214,55;;243,17;;223,71;;259,83;;910,00;;557,66
 #;1955;2653,55;;1706,07;;484,19;;285,67;;212,74;;229,50;;147,10;;99,97;;145,07;;189,19;;191,17;;436,94;;559,58
 #;1956;661,94;;481,03;#;510,32;;483,00;;667,42;;511,00;;289,03;;168,71;;281,33;;237,42;;291,00;;282,74;;405,15
 #;1957;390,00;;1109,64;;564,52;;838,67;;595,48;;1287,67;;288,39;;128,71;;138,53;;132,26;;194,37;;201,29;;482,65
 #;1958;457,58;;377,14;;1092,58;;1034,67;;438,71;;267,67;;278,87;;117,10;;109,63;;197,61;;277,67;;737,42;;449,77
 #;1959;962,26;;595,36;;490,00;;1023,00;;969,03;;516,67;;241,77;;146,45;;327,17;;261,94;;438,67;;2314,52;;692,60
 #;1960;1515,48;;834,83;;1185,48;;571,33;;326,45;;245,00;;185,81;;171,45;;189,73;;882,90;;996,33;;1098,71;;684,80
 #;1961;1937,42;;1499,64;;463,87;;399,00;;399,35;;397,33;;199,35;;136,81;;104,57;;260,32;;364,67;;764,19;;572,49
 #;1962;810,65;;607,14;;559,68;;1298,00;;567,74;;456,33;;192,42;;120,32;#;120,23;#;130,06;;594,67;;811,29;;520,64
 #;1963;815,35;;966,79;#;948,45;;1379,50;;517,19;;776,33;;349,03;;320,61;;652,90;;368,48;;629,27;;722,45;;700,00
 #;1964;325,58;;540,07;;1133,55;;1100,00;;688,71;;449,97;;163,48;;112,31;#;124,62;#;283,68;;291,23;;335,29;;461,63
 #;1965;853,35;;456,57;;826,35;;680,00;;777,74;;506,17;;226,42;;134,42;#;357,10;;521,74;;853,40;;2880,65;;760,34
 #;1966;2241,61;;1483,93;;728,90;;714,47;;1250,65;;494,87;;249,13;#;172,68;;147,07;;358,39;;638,60;;1893,55;;863,40
 #;1967;1351,77;;872,86;;779,52;;420,50;;413,87;;337,80;;226,16;;140,26;#;186,73;#;204,81;;288,33;;335,68;;461,52
 #;1968;1030,03;;752,76;;540,61;;545,13;;779,97;;747,67;;268,77;;207,65;;266,20;;261,65;;467,10;;930,00;;566,10
 #;1969;1098,39;;895,39;;1701,77;;1109,17;;1410,48;;578,03;;338,39;;217,45;#;434,33;#;462,77;;455,23;;972,55;;807,21
 #;1970;979,03;;2080,71;;1156,61;;1126,67;;1077,90;;724,37;;283,58;;163,32;;116,77;;198,85;;212,47;;201,52;;683,71
 #;1971;609,06;;1665,36;;1121,45;;1276,00;;1006,77;;1105,67;;421,81;;212,68;;199,37;;172,13;;258,07;;405,84;;696,56
 #;1972;1207,58;;1905,34;;1042,90;;1042,83;;833,06;;679,67;;386,74;;229,61;;303,27;;227,19;;284,57;;397,39;;706,62
 #;1973;555,26;;1009,96;;632,16;;382,30;;521,39;;417,77;;211,45;;134,48;;109,03;;270,98;;220,53;;812,71;;436,88
 #;1974;660,71;;1379,82;;1314,68;;1133,33;;765,55;;463,33;;262,84;;188,94;#;496,50;;804,81;;1155,17;;1016,94;;798,72
 #;1975;1030,39;;958,04;;838,94;;886,33;;714,84;;650,40;;307,61;;177,87;;293,03;;252,90;;425,63;;540,74;;586,98
 #;1976;305,06;;660,72;;507,87;;588,47;;603,74;;254,80;;152,55;#;83,50;#;150,92;;768,48;;1166,77;;1514,03;;562,79
 #;1977;826,94;;1375,89;;740,16;;690,83;;1547,58;;988,17;;928,42;;595,94;;365,07;;382,65;#;367,90;#;499,13;;772,68
 #;1978;837,39;;2123,21;;1479,84;;1430,00;;1472,10;;830,50;;503,90;;226,94;;210,23;;192,13;#;164,87;#;260,90;#;801,88
 #;1979;951,45;;1544,82;;973,06;;1166,17;;1165,81;;700,00;;230,19;;157,48;#;139,30;#;461,55;#;563,00;;860,48;;737,29
 #;1980;1385,32;;1087,07;;1099,68;;554,87;;738,03;;603,63;;344,26;;215,90;#;268,43;#;458,23;#;559,43;;809,55;;676,77
 #;1981;1683,55;;743,39;;891,45;;1043,67;;996,61;;576,73;;458,84;;225,29;;193,97;;323,45;;273,10;;2037,35;;790,55
 #;1982;1106,77;#;794,46;;1030,32;;548,93;;375,32;;307,53;;163,52;;205,00;;164,20;;584,61;#;816,53;#;1608,10;#;642,86
 #;1983;601,32;;789,11;;777,65;#;873,50;#;829,84;;426,33;#;234,00;#;202,48;;189,07;;199,74;;256,23;;350,03;;475,33
 #;1984;777,16;;1291,03;;506,13;;581,43;;496,00;;632,97;;231,19;;198,81;;244,07;;509,81;;710,23;;739,81;;573,02
 #;1985;770,06;;1206,07;;1024,03;;985,50;;1266,29;;565,60;;238,81;;169,81;;119,82;;159,84;;242,73;;174,39;;572,82
 ?;1986;766,29;;989,82;;804,00;;1375,67;;892,26;;358,80;;129,60;;71,18;;125,12;;164,16;;310,08;#;493,13;#;536,28
 #;1987;816,13;;844,29;;908,87;;1111,33;;580,19;;422,57;;341,13;;183,65;;184,10;;509,84;;569,57;;648,16;;591,49
 ?;1988;1000,03;;1756,78;;1474,91;;1656,46;;1301,58;;712,67;;426,04;;207,38;;227,90;;242,37;;272,95;;311,57;;794,88



Tableau des moyennes inter annuelles

;Jan;V;Fev;V;Mar;V;Avr;V;Mai;V;Jui;V;Jui;V;Aou;V;Sep;V;Oct;V;Nov;V;Dec;V;Moy/Total
Moyenne;926,39;;1033,58;;950,81;;905,38;;832,31;;563,68;;298,76;;190,14;;211,64;;320,63;;514,33;;849,42;;631,00
Nb valeurs;75;;75;;75;;76;;76;;76;;76;;76;;76;;76;;76;;76;;75,8
